timestamp,activity,system,description,user_id,ip_address,is_anomaly,severity,hour_of_day,description_length,day_of_week,is_weekend,if_anomaly,if_anomaly_score,svm_anomaly,svm_anomaly_score,lstm_anomaly,lstm_anomaly_score,autoencoder_anomaly,autoencoder_anomaly_score,combined_anomaly,combined_anomaly_score,rf_severity,gb_severity,predicted_severity
2025-04-05 11:09:46.907515,User Login,Intrusion Detection System,SQL injection attempt,user_33,192.168.1.69,True,High,11,0.21,5,1,0,0.008069570200665954,0,11.464107612357544,1.0,0.5750128626823425,0,0.016923430397772186,1,0.503740830751423,High,High,High
2025-04-05 11:14:46.907515,Session Timeout,API Gateway,API health check,user_97,192.168.1.18,False,,11,0.16,5,1,0,0.012668614803790668,0,25.399670547077072,0.0,0.00019640855316538364,0,0.010531522895243362,0,0.3889613287975365,None,None,None
2025-04-05 11:18:46.907515,Container Deployment,Container Orchestrator,File uploaded successfully,user_75,192.168.1.57,False,,11,0.26,5,1,0,0.00962114595205582,0,6.49236122967087,0.0,1.1603900929912925e-05,0,0.014626373566285504,0,0.323740171594237,None,None,None
2025-04-05 11:26:46.907515,Configuration Change,CI/CD Pipeline,Email delivery,user_54,192.168.1.43,False,,11,0.14,5,1,0,0.007521600834345221,0,8.232801553362727,0.0,4.123430699110031e-06,0,0.01592432633676695,0,0.3332722094308843,None,None,None
2025-04-05 11:30:46.907515,Message Queue Processing,Intrusion Detection System,Cache updated,user_36,192.168.1.39,False,,11,0.13,5,1,0,0.0017855787819404112,0,7.375960406527959,0.0,8.05826948635513e-06,0,0.016159727879317944,0,0.30327413131831027,None,None,None
2025-04-05 11:35:46.907515,Log Rotation,CI/CD Pipeline,Backup completed,user_57,192.168.1.66,False,,11,0.16,5,1,0,0.011637164309205805,0,11.004283343145644,0.0,1.2748850167554338e-05,0,0.01651031396909287,0,0.37163394109850745,None,None,None
2025-04-05 11:42:46.907515,File Access,Content Delivery Network,Password reset completed,user_68,192.168.1.56,False,,11,0.24,5,1,1,-0.002123098632467346,0,9.110878252508627,0.0,2.690397741389461e-05,0,0.015612981889891407,0,0.28713056029919964,None,None,None
2025-04-05 11:46:46.907515,Message Queue Processing,Backup Server,File download,user_41,192.168.1.60,False,,11,0.13,5,1,0,0.017760954699526543,0,7.432003096166021,0.0,5.246196906227851e-06,0,0.01614708844054358,0,0.38189300171101415,None,None,None
2025-04-05 11:50:46.907515,Container Deployment,Monitoring System,File download,user_74,192.168.1.13,False,,11,0.13,5,1,0,0.012874868346213653,0,7.172681789131552,0.0,6.574074632226257e-06,0,0.016284172453304744,0,0.3579386252902599,None,None,None
2025-04-05 11:55:46.907515,API Call,Logging System,Cache updated,user_20,192.168.1.29,False,,11,0.13,5,1,0,0.00580812938167935,0,13.110197106703204,0.0,6.872428457427304e-06,0,0.012990805054639152,0,0.32074175031538377,None,None,None
2025-04-05 11:59:46.907515,Cache Refresh,API Gateway,Password reset completed,user_10,10.0.0.16,False,,11,0.24,5,1,0,0.019480779655576597,0,15.09277937976072,0.0,1.878455441328697e-05,0,0.012624643151041488,0,0.39374752103487964,None,None,None
2025-04-05 12:07:46.907515,Log Rotation,Monitoring System,File download,user_74,192.168.1.55,False,,12,0.13,5,1,0,0.01360485135034184,0,7.335166060268122,0.0,6.117285920481663e-06,0,0.01653013745732279,0,0.3645117435899574,None,None,None
2025-04-05 12:12:46.907515,Container Deployment,Message Broker,Email delivery,user_8,10.0.0.5,False,,12,0.14,5,1,0,0.013226384045957273,0,8.63860133806508,0.0,5.301541932567488e-06,0,0.015704019921103537,0,0.3611696545730472,None,None,None
2025-04-05 12:14:46.907515,Password Reset,Backup Server,User account created,user_8,172.16.0.1,False,,12,0.2,5,1,0,0.012262370953848856,0,12.829001096421457,0.0,6.251862487260951e-06,0,0.016485496971173342,0,0.38291566623578904,None,None,None
2025-04-05 12:21:46.907515,Cache Refresh,Time Synchronization Server,File uploaded successfully,user_91,192.168.1.49,False,,12,0.26,5,1,0,0.020184264814902597,0,6.240003133955192,0.0,1.4310020560515113e-05,0,0.014664466132154578,0,0.3748090654908666,None,None,None
2025-04-05 12:25:46.907515,Virtual Machine Spin-up,Intrusion Detection System,Session ended,user_2,10.0.0.19,False,,12,0.13,5,1,1,-0.000904041393714694,0,7.3836249675730485,0.0,4.974936473445268e-06,0,0.016067013440423328,0,0.28925382326364857,None,None,None
2025-04-05 12:31:46.907515,Email Sent,DNS Server,Cache updated,user_16,192.168.1.78,False,,12,0.13,5,1,0,0.006315740666335723,0,7.274164335280311,0.0,5.181222149985842e-06,0,0.01670899412545052,0,0.33004930702729984,None,None,None
2025-04-05 12:35:46.907515,Cache Refresh,Time Synchronization Server,File download,user_80,10.0.0.6,False,,12,0.13,5,1,0,0.01633094408691016,0,7.222384363552678,0.0,3.8147190934978426e-06,0,0.016062588237163163,0,0.3731305688448752,None,None,None
2025-04-05 12:39:46.907515,Container Deployment,Load Balancer,Container failed to start,user_89,192.168.1.60,True,Low,12,0.25,5,1,0,0.014068653807843834,0,6.864569877053178,1.0,0.998391330242157,0,0.017808515655113,1,0.6258316881101058,Low,Low,Low
2025-04-05 12:46:46.907515,Log Rotation,Container Orchestrator,Read access to file,user_7,192.168.1.54,False,,12,0.19,5,1,0,0.02278716296607214,0,12.652922824238352,0.0,0.0002467263548169285,0,0.016410871463567716,0,0.4331837671658156,None,None,None
2025-04-05 12:50:46.907515,Email Sent,Message Broker,Container deployed,user_69,192.168.1.28,False,,12,0.18,5,1,0,0.0009903409133235619,0,12.324624460360617,0.0,1.9910592527594417e-05,0,0.016587109949718792,0,0.3261392749357951,None,None,None
2025-04-05 12:53:46.907515,API Call,Patch Management System,SELECT query,user_61,192.168.1.34,False,,12,0.12,5,1,0,0.01096185253375348,0,11.646107370768974,0.0,5.564821549342014e-06,0,0.01317192159767373,0,0.3409342053062399,None,None,None
2025-04-05 12:58:46.907515,Data Backup,Backup Server,Unusual login time,user_61,192.168.1.14,True,Low,12,0.18,5,1,1,-0.0003170645806580552,0,11.931715452500505,1.0,0.9924253821372986,0,0.016986366412894364,1,0.5696309900167794,Low,Low,Low
2025-04-05 13:07:46.907515,Database Query,Web Server,Routine system check,user_74,192.168.1.61,False,,13,0.2,5,1,0,0.014007536835638656,0,12.15692146573928,0.0,6.236752960830927e-05,0,0.016639169941223393,0,0.38979162293755043,None,None,None
2025-04-05 13:09:46.907515,API Call,Firewall,API health check,user_49,192.168.1.70,False,,13,0.16,5,1,0,0.01856442798412039,0,25.23592432015858,0.0,0.0009661272633820772,0,0.01054711270563247,0,0.4175001078004441,None,None,None
2025-04-05 13:15:46.907515,SSL Certificate Renewal,Firewall,File download,user_36,192.168.1.28,False,,13,0.13,5,1,0,0.013404850520315315,0,6.955557404422592,0.0,7.397213721560547e-06,0,0.016041585200055972,0,0.35733292714838083,None,None,None
2025-04-05 13:20:46.907515,API Call,Time Synchronization Server,Email delivery,user_62,192.168.1.80,False,,13,0.14,5,1,0,0.017278307886278155,0,14.721027150527398,0.0,8.960104423749726e-06,0,0.013481282301899171,0,0.38899439460710944,None,None,None
2025-04-05 13:26:46.907515,File Upload,Load Balancer,Session ended,user_46,192.168.1.84,False,,13,0.13,5,1,0,0.018897480201393868,0,6.782211668383191,0.0,4.150954737269785e-06,0,0.01616573479515915,0,0.38464042077834915,None,None,None
2025-04-05 13:30:46.907515,Batch Job Execution,Intrusion Detection System,File download,user_17,192.168.1.69,False,,13,0.13,5,1,0,0.014398815460927084,0,7.20620111873739,0.0,5.111539394420106e-06,0,0.015910806872871535,0,0.36218511817660065,None,None,None
2025-04-05 13:33:46.907515,API Call,Monitoring System,Logs rotated,user_69,192.168.1.21,False,,13,0.12,5,1,0,0.018737916882191008,0,11.740782011576108,0.0,8.101413186523132e-06,0,0.013671783679319776,0,0.38411486585558324,None,None,None
2025-04-05 13:38:46.907515,Container Deployment,Logging System,Session ended,user_7,192.168.1.84,False,,13,0.13,5,1,0,0.0063282983704349705,0,6.692661646326137,0.0,6.295369985309662e-06,0,0.015520061442339887,0,0.3166140154905096,None,None,None
2025-04-05 13:46:46.907515,User Login,File Server,Configuration saved,user_75,192.168.1.51,False,,13,0.19,5,1,1,-0.001780709520042001,0,12.019003617658775,0.0,1.0214339454250876e-05,0,0.016146686562575865,0,0.3071076889652712,None,None,None
2025-04-05 13:50:46.907515,System Update,VPN Server,Unexpected session duration,user_76,192.168.1.37,True,Low,13,0.27,5,1,0,0.0093977147109639,0,2.513151578700281,1.0,0.998447060585022,1,0.01951885114224121,1,0.5983273442757013,Low,Low,Low
2025-04-05 13:55:46.907515,Message Queue Processing,Load Balancer,File download,user_98,10.0.0.14,False,,13,0.13,5,1,0,0.02183130310285436,0,6.879673662895016,0.0,0.0002505692245904356,0,0.016453143168958094,0,0.40217718850945605,None,None,None
2025-04-05 13:59:46.907515,System Update,Auth Server,Container deployed,user_25,192.168.1.20,False,,13,0.18,5,1,0,0.002314176516437616,0,11.921501086102133,0.0,2.005148598982487e-05,0,0.016498962199080154,0,0.32997691155985687,None,None,None
2025-04-05 14:06:46.907515,Container Deployment,API Gateway,Session ended,user_66,192.168.1.46,False,,14,0.13,5,1,0,0.01127672111627337,0,12.74733218000842,0.0,3.992528945673257e-06,0,0.0130189420843448,0,0.3461820621029937,None,None,None
2025-04-05 14:09:46.907515,Session Timeout,Container Orchestrator,Repeated file modifications,user_77,192.168.1.48,True,Medium,14,0.27,5,1,0,0.014835129344627829,0,1.901037831390795,1.0,0.9985095262527466,1,0.01870549710839645,1,0.6148284855956174,Medium,Medium,Medium
2025-04-05 14:14:46.907515,Batch Job Execution,Time Synchronization Server,Backup completed,user_18,10.0.0.7,False,,14,0.16,5,1,0,0.0103118289070816,0,10.418190923036185,0.0,0.00023068413429427892,0,0.016738968734414515,0,0.3645464872842757,None,None,None
2025-04-05 14:20:46.907515,Cache Refresh,Patch Management System,Cache updated,user_21,192.168.1.42,False,,14,0.13,5,1,0,0.010661393750566628,0,6.8863226515904685,0.0,6.649638635281008e-06,0,0.0161710698562686,0,0.344713107492459,None,None,None
2025-04-05 14:25:46.907515,Virtual Machine Spin-up,VPN Server,Slow query performance,user_76,192.168.1.84,True,Low,14,0.22,5,1,0,0.00926138520503339,0,10.034725083001646,1.0,0.998449981212616,0,0.01730768568969557,1,0.612338114975773,Low,Low,Low
2025-04-05 14:30:46.907515,Virtual Machine Spin-up,Web Server,Routine system check,user_18,192.168.1.47,False,,14,0.2,5,1,0,0.017884887982976994,0,11.915250075562462,0.0,0.00043346473830752075,0,0.01654552329253729,0,0.4069621403219085,None,None,None
2025-04-05 14:33:46.907515,File Access,Monitoring System,File uploaded successfully,user_67,192.168.1.47,False,,14,0.26,5,1,0,0.01783626376776004,0,6.337654746124855,0.0,0.0007626874139532447,0,0.015043357469859065,0,0.3673581153727922,None,None,None
2025-04-05 14:39:46.907515,Container Deployment,Backup Server,Configuration saved,user_10,192.168.1.45,False,,14,0.19,5,1,0,0.0197458397528833,0,11.880617786867013,0.0,1.6086674804682843e-05,0,0.016761917095189333,0,0.4178063282297497,None,None,None
2025-04-05 14:43:46.907515,SSL Certificate Renewal,Load Balancer,Configuration saved,user_87,10.0.0.3,False,,14,0.19,5,1,0,0.014076415056551772,0,11.469908805779106,0.0,8.615380465926137e-06,0,0.016309041671149365,0,0.38393856579089236,None,None,None
2025-04-05 14:51:46.907515,Log Rotation,Firewall,Repeated file modifications,user_41,192.168.1.11,True,Medium,14,0.27,5,1,0,0.023120899809767392,0,2.1645759768464856,1.0,0.9985323548316956,1,0.01921434511405813,1,0.6613805714906389,Medium,Medium,Medium
2025-04-05 14:53:46.907515,Email Sent,Backup Server,Repeated file modifications,user_59,192.168.1.21,True,Medium,14,0.27,5,1,0,0.020471670149406263,0,2.4248251682011315,1.0,0.9950886964797974,1,0.018719950312366482,1,0.6442149392001367,Medium,Medium,Medium
2025-04-05 15:00:46.907515,File Upload,Auth Server,SELECT query,user_96,192.168.1.100,False,,15,0.12,5,1,0,0.0183023434597005,0,4.772681485744371,0.0,6.866432522656396e-05,0,0.016285035882209035,0,0.3735252424424922,None,None,None
2025-04-05 15:03:46.907515,Database Query,Backup Server,Certificate renewed,user_1,192.168.1.47,False,,15,0.19,5,1,0,0.02202536493192775,0,18.883860260878002,0.0,2.276440864079632e-05,0,0.013526142787628608,0,0.43197405024817265,None,None,None
2025-04-05 15:12:46.907515,File Upload,Database Cluster,Session ended,user_36,192.168.1.88,False,,15,0.13,5,1,0,0.006397657856134387,0,6.459457872424984,0.0,6.757982191629708e-06,0,0.015666196538078284,0,0.3172049527065983,None,None,None
2025-04-05 15:16:46.907515,SSL Certificate Renewal,Load Balancer,Unverified file upload,user_82,192.168.1.52,True,Medium,15,0.22,5,1,0,0.01754814871346394,0,9.629619346786995,1.0,0.9975202083587646,0,0.0175200848866049,1,0.6528700731041273,Medium,Medium,Medium
2025-04-05 15:22:46.907515,Container Deployment,Auth Server,Cache updated,user_66,192.168.1.42,False,,15,0.13,5,1,0,0.007146686209967612,0,6.233996383628309,0.0,7.125989213818684e-05,0,0.016483024688529208,0,0.3272835254678312,None,None,None
2025-04-05 15:26:46.907515,Password Reset,Firewall,Backup completed,user_82,10.0.0.5,False,,15,0.16,5,1,0,0.021468977535610112,0,10.336342765702334,0.0,8.940113730204757e-06,0,0.016223909065896394,0,0.41423719238179035,None,None,None
2025-04-05 15:32:46.907515,Password Reset,Web Server,Virtual machine started,user_67,192.168.1.100,False,,15,0.23,5,1,0,0.019525934729557937,0,9.74057536572709,0.0,1.8902257579611614e-05,0,0.016039058180232123,0,0.4002595824100244,None,None,None
2025-04-05 15:34:46.907515,Message Queue Processing,Logging System,User account created,user_3,192.168.1.73,False,,15,0.2,5,1,0,0.007573825305663917,0,10.708763071005187,0.0,2.1021374777774327e-05,0,0.015916531645380504,0,0.34491133721542927,None,None,None
2025-04-05 15:38:46.907515,Network Ping,Intrusion Detection System,File download,user_50,192.168.1.33,False,,15,0.13,5,1,0,0.013712024928300204,0,6.194144244666269,0.0,5.775036697741598e-06,0,0.01636278386968207,0,0.35824049398316243,None,None,None
2025-04-05 15:47:46.907515,Container Deployment,VPN Server,User account created,user_63,192.168.1.84,False,,15,0.2,5,1,0,0.002619532004326852,0,10.899314360121153,0.0,1.4549069419445004e-05,0,0.016247067904432148,0,0.3244588668891515,None,None,None
2025-04-05 15:50:46.907515,Data Backup,Message Broker,Message processed,user_31,10.0.0.19,False,,15,0.17,5,1,0,0.005125453100559729,0,10.389941275618625,0.0,7.966219527588692e-06,0,0.016831709278707117,0,0.33972639189137915,None,None,None
2025-04-05 15:53:46.907515,File Access,Monitoring System,Email delivery,user_40,192.168.1.81,False,,15,0.14,5,1,0,0.0043067860820611426,0,7.858134240685665,0.0,5.1729225560848136e-06,0,0.016477729335158637,0,0.3207787751322257,None,None,None
2025-04-05 15:59:46.907515,Database Query,CI/CD Pipeline,Read access to file,user_49,192.168.1.33,False,,15,0.19,5,1,0,0.013654263269756495,0,11.43250823003229,0.0,6.597067567781778e-06,0,0.016289668997493494,0,0.3815152803136078,None,None,None
2025-04-05 16:03:46.907515,API Call,Firewall,Logs rotated,user_7,192.168.1.42,False,,16,0.12,5,1,0,0.01317281309637397,0,10.579525909621708,0.0,6.3104689616011456e-06,0,0.013026874635463332,0,0.3455446005118233,None,None,None
2025-04-05 16:10:46.907515,System Update,VPN Server,Configuration saved,user_84,10.0.0.9,False,,16,0.19,5,1,0,0.012818126512475048,0,10.701163123149634,0.0,1.257797975995345e-05,0,0.016195138127423216,0,0.37316823957538364,None,None,None
2025-04-05 16:17:46.907515,User Login,Auth Server,Read access to file,user_28,192.168.1.62,False,,16,0.19,5,1,0,0.006259033839902006,0,10.967002268895243,0.0,1.4856690540909767e-05,0,0.016107720944260405,0,0.3413833812626398,None,None,None
2025-04-05 16:18:46.907515,Configuration Change,Logging System,API health check,user_20,10.0.0.4,False,,16,0.16,5,1,0,0.013096415151286511,0,15.600524292552414,0.0,0.0003475557896308601,0,0.013026437182045356,0,0.36846850752453386,None,None,None
2025-04-05 16:26:46.907515,Container Deployment,Container Orchestrator,Certificate renewed,user_78,192.168.1.85,False,,16,0.19,5,1,0,0.011783700464432334,0,10.500272747750145,0.0,1.0227635357296094e-05,0,0.016127396507804034,0,0.3665415038234224,None,None,None
2025-04-05 16:32:46.907515,User Login,Logging System,Read access to file,user_35,192.168.1.70,False,,16,0.19,5,1,0,0.01009403205779219,0,10.394193613614249,0.0,1.0631382792780641e-05,0,0.01566581224871194,0,0.35355482382937575,None,None,None
2025-04-05 16:35:46.907515,Data Backup,Database Cluster,API health check,user_95,192.168.1.87,False,,16,0.16,5,1,0,0.015743756994514524,0,15.956970661001144,0.0,7.124310650397092e-05,0,0.013461786860169446,0,0.3870098026219625,None,None,None
2025-04-05 16:41:46.907515,SSL Certificate Renewal,Logging System,Virtual machine started,user_95,192.168.1.69,False,,16,0.23,5,1,0,0.0166760060097933,0,7.959115713074489,0.0,1.2673258424911182e-05,0,0.015433478297491537,0,0.3725154911806113,None,None,None
2025-04-05 16:44:46.907515,Batch Job Execution,File Server,File uploaded successfully,user_56,192.168.1.66,False,,16,0.26,5,1,0,0.008474985786723177,0,5.119181537566185,0.0,0.00014889570593368262,0,0.014438725304734093,0,0.31008859215525475,None,None,None
2025-04-05 16:52:46.907515,Session Timeout,Intrusion Detection System,Logs rotated,user_91,10.0.0.11,False,,16,0.12,5,1,0,0.015452765829542692,0,4.409369233434283,0.0,5.429530574474484e-06,0,0.015685917609032197,0,0.3523850944587723,None,None,None
2025-04-05 16:55:46.907515,Email Sent,Container Orchestrator,Slow query performance,user_96,192.168.1.26,True,Low,16,0.22,5,1,0,0.005653903520498327,0,9.40012123510597,1.0,0.99834805727005,0,0.017490703178889077,1,0.5933209808549533,Low,Low,Low
2025-04-05 16:58:46.907515,Log Rotation,Message Broker,Password reset completed,user_42,192.168.1.100,False,,16,0.24,5,1,0,0.0023272172432567406,0,7.729010645903763,0.0,0.0003678734938148409,0,0.016113469250686786,0,0.30723679026354456,None,None,None
2025-04-05 17:05:46.907515,System Update,Web Server,Unexpected configuration change,user_98,192.168.1.54,True,Medium,17,0.31,5,1,0,0.015406039813036898,1,-8.416156521887459,1.0,0.9984320998191833,1,0.022834675607565837,1,0.6074426845241141,Medium,Medium,Medium
2025-04-05 17:09:46.907515,API Call,Load Balancer,User account created,user_11,192.168.1.59,False,,17,0.2,5,1,0,0.014940916312185692,0,16.366011336871885,0.0,0.00048765045357868075,0,0.013178732096910579,0,0.38248841969963265,None,None,None
2025-04-05 17:14:46.907515,Password Reset,Intrusion Detection System,File download,user_44,192.168.1.14,False,,17,0.13,5,1,0,0.004057995494120448,0,5.43336489427881,0.0,6.778501756343758e-06,0,0.015865981732661922,0,0.3027832987288887,None,None,None
2025-04-05 17:22:46.907515,Cache Refresh,Monitoring System,Email delivery,user_88,192.168.1.53,False,,17,0.14,5,1,0,0.005681894397201515,0,6.298607756950041,0.0,7.69469261285849e-06,0,0.0167911778005961,0,0.3231723028101061,None,None,None
2025-04-05 17:24:46.907515,API Call,Intrusion Detection System,Read access to file,user_7,192.168.1.61,False,,17,0.19,5,1,0,0.011399119880094788,0,16.940286431108127,0.0,1.769639493431896e-05,0,0.013016900027428988,0,0.36615703745634426,None,None,None
2025-04-05 17:32:46.907515,Batch Job Execution,Backup Server,Container deployed,user_16,192.168.1.63,False,,17,0.18,5,1,1,-0.0012760891931699603,0,9.673488982519125,0.0,1.4811167602601927e-05,0,0.016558847104229873,0,0.30248850423538365,None,None,None
2025-04-05 17:35:46.907515,API Call,CI/CD Pipeline,Routine system check,user_64,10.0.0.16,False,,17,0.2,5,1,0,0.01836987171990767,0,16.294102444980687,0.0,1.7965348888537847e-05,0,0.013053440534173283,0,0.3977434328451708,None,None,None
2025-04-05 17:40:46.907515,System Update,Web Server,Container deployed,user_19,192.168.1.76,False,,17,0.18,5,1,0,0.0032539276022092722,0,10.111571985269102,0.0,1.0023305549111683e-05,0,0.01634835284075061,0,0.3248521729952943,None,None,None
2025-04-05 17:44:46.907515,Network Ping,DNS Server,Email delivery,user_73,192.168.1.67,False,,17,0.14,5,1,0,0.013895468044143655,0,6.017545818531744,0.0,4.7859207370493095e-06,0,0.017021439025496566,0,0.364312425514185,None,None,None
2025-04-05 17:48:46.907515,Session Timeout,Backup Server,API health check,user_1,192.168.1.26,False,,17,0.16,5,1,0,0.026071030110849214,0,23.494973546975693,0.0,0.0006305922288447618,0,0.010498799529435703,0,0.44580103996891735,None,None,None
2025-04-05 17:57:46.907515,File Upload,DNS Server,Configuration saved,user_55,192.168.1.11,False,,17,0.19,5,1,0,0.014541813754988364,0,9.829202162801636,0.0,1.3199729437474161e-05,0,0.016563162616910994,0,0.38094915024962406,None,None,None
2025-04-05 18:02:46.907515,Data Backup,Load Balancer,Routine system check,user_10,10.0.0.14,False,,18,0.2,5,1,0,0.02500202026644971,0,8.64888570410399,0.0,2.6129746402148157e-05,0,0.015965526411784326,0,0.4214447897588949,None,None,None
2025-04-05 18:04:46.907515,File Access,VPN Server,User account created,user_53,10.0.0.6,False,,18,0.2,5,1,0,0.004290482875155044,0,8.937559953789517,0.0,2.696698902582284e-05,0,0.016438344576097417,0,0.3253375291439245,None,None,None
2025-04-05 18:10:46.907515,Database Query,VPN Server,Backup completed,user_38,192.168.1.39,False,,18,0.16,5,1,0,0.01725000713334396,0,7.690976365328446,0.0,1.9257096937508322e-05,0,0.016621825943353426,0,0.3848998489454206,None,None,None
2025-04-05 18:15:46.907515,Password Reset,Content Delivery Network,Read access to file,user_34,192.168.1.20,False,,18,0.19,5,1,1,-0.011944599330060257,0,9.407735740643083,0.0,2.949973350041546e-05,0,0.01626012152750834,0,0.246141071476185,None,None,None
2025-04-05 18:22:46.907515,Message Queue Processing,Web Server,Message processed,user_28,192.168.1.10,False,,18,0.17,5,1,0,0.015333213121044742,0,8.560477285430899,0.0,3.267337160650641e-05,0,0.016374146032534943,0,0.3772565035184514,None,None,None
2025-04-05 18:24:46.907515,Database Query,Intrusion Detection System,Password reset completed,user_6,192.168.1.27,False,,18,0.24,5,1,0,0.002912223479010767,0,6.10148331987142,0.0,1.3520367247110698e-05,0,0.015994172084680878,0,0.30141147385109657,None,None,None
2025-04-05 18:30:46.907515,Cache Refresh,Cache Server,Unverified file upload,user_7,192.168.1.69,True,Medium,18,0.22,5,1,0,0.0011861733856824985,0,7.485839520815176,1.0,0.9980837106704712,0,0.01792787041443298,1,0.5664304593191415,Medium,Medium,Medium
2025-04-05 18:37:46.907515,Session Timeout,Logging System,Batch job completed,user_97,10.0.0.3,False,,18,0.19,5,1,0,0.007518536129248743,0,8.353920525118028,0.0,0.00014234334230422974,0,0.016029176143279974,0,0.33480494657498816,None,None,None
