timestamp,activity,system,description,user_id,ip_address,hour_of_day,minute_of_hour,day_of_week,description_length,if_anomaly,if_anomaly_score,svm_anomaly,svm_anomaly_score,combined_anomaly,combined_anomaly_score
2025-05-02 17:17:34.495957,Database Query,Firewall,Data export to analytics platform,user_8,,17,17,4,33,0,0.0374163381244349,0,30.081881148058642,0,15.059648743091538
2025-05-02 13:44:34.496117,API Call,Database Cluster,Read access to configuration file,user_16,172.16.0.50,13,44,4,33,0,0.015197096266745203,0,44.47066809456314,0,22.242932595414942
2025-05-02 09:30:34.496301,Network Connection Attempt,Firewall,Standard API health check received,user_48,192.168.1.20,9,30,4,34,0,0.008618290923428862,0,26.480516143548215,0,13.244567217235822
2025-05-02 09:14:34.496464,API Call,Database Cluster,User password reset completed,user_39,10.0.0.100,9,14,4,29,0,0.027625553706595585,0,52.63426173125896,0,26.330943642482776
2025-05-02 16:18:34.496647,API Call,Auth Server,Read access to configuration file,user_37,10.0.0.100,16,18,4,33,0,0.04369226573819157,0,58.87063717636744,0,29.457164721052816
2025-05-02 17:31:34.496809,Patch Installation,Auth Server,User password reset completed,user_4,,17,31,4,29,0,0.03049405096368535,0,31.550634090735798,0,15.790564070849742
2025-05-02 15:42:34.496953,Log Export,Database Cluster,Read access to configuration file,user_35,,15,42,4,33,0,0.04265254412139258,0,41.22618755225287,0,20.63442004818713
2025-05-02 08:17:34.497098,Data Export,Load Balancer,Applied security patch successfully,user_8,,8,17,4,35,0,0.02846069571526333,0,32.61921178271689,0,16.323836239216075
2025-05-02 17:11:34.497240,Security Scan,File Server,Exported logs for audit,user_34,,17,11,4,23,1,-0.00010459531668421951,1,-0.18033267036045686,1,-0.09021863283857054
2025-05-02 14:01:34.497378,File Access,Database Cluster,Successful login from known device,user_34,,14,1,4,34,0,0.01995660788083803,0,12.088299522341174,0,6.054128065111006
2025-05-02 21:50:34.497515,API Call,Database Cluster,Exported logs to external server,user_14,192.168.1.20,21,50,4,32,0,0.009598331617187594,1,-24.765863954042715,0,-12.378132811212764
2025-05-02 16:07:34.497676,System Reboot,File Server,Added new user account,user_42,,16,7,4,22,0,0.014346994039999617,0,0.829333944194957,0,0.4218404691174783
2025-05-02 10:13:34.497814,Database Query,Firewall,System health check completed,user_40,,10,13,4,29,0,0.03650927455268105,0,34.22205262231532,0,17.129280948433998
2025-05-02 12:54:34.497973,Database Query,DNS Server,Standard API health check received,user_3,,12,54,4,34,0,0.01830417975332288,0,23.163370505983806,0,11.590837342868564
2025-05-02 09:52:34.498115,Network Connection Attempt,Backup Server,Applied security patch successfully,user_48,192.168.1.20,9,52,4,35,0,0.004484508693453959,0,3.1803829410915796,0,1.5924337248925169
2025-05-02 13:19:34.498277,API Call,Monitoring Server,Data export to analytics platform,user_19,192.168.1.10,13,19,4,33,0,0.0166741165785676,0,49.41948691034705,0,24.71808051346281
2025-05-02 18:33:34.498437,System Reboot,DNS Server,Exported logs to external server,user_2,,18,33,4,32,0,0.00844451599012147,0,27.37788275140977,0,13.693163633699946
2025-05-02 22:43:34.498572,Log Export,Firewall,Failed patch installation with errors,user_10,,22,43,4,37,0,0.0233734940329004,1,-27.686784857240127,0,-13.831705681603614
2025-05-02 15:39:34.498715,Configuration Change,API Gateway,Performed SELECT query on public table,user_25,,15,39,4,38,0,0.013686363778261268,0,60.856670952313806,0,30.435178658046034
2025-05-02 11:35:34.498853,Patch Installation,Web App,Added new user account,user_7,,11,35,4,22,0,0.0030626033285747756,0,31.873913156027413,0,15.938487879677995
2025-05-02 12:22:34.498989,Database Query,Firewall,Read access to configuration file,user_18,,12,22,4,33,0,0.04227264290178406,0,51.66717532531038,0,25.854723984106084
2025-05-02 12:49:34.499147,API Call,File Server,Standard API health check received,user_40,10.0.0.100,12,49,4,34,0,0.03856245223723215,0,55.09196998862444,0,27.565266220430836
2025-05-02 10:45:34.499338,User Account Modification,Database Cluster,Applied security patch successfully,user_30,,10,45,4,35,0,0.04665813183301226,0,35.987246638393344,0,18.01695238511318
2025-05-02 14:24:34.499485,API Call,Database Cluster,Data export to analytics platform,user_2,192.168.1.10,14,24,4,33,0,0.016417484199488575,0,51.4098549679575,0,25.713136226078493
2025-05-02 10:13:34.499668,Network Connection Attempt,DNS Server,Data export to analytics platform,user_30,192.168.1.20,10,13,4,33,0,0.010161958627440626,0,20.121961870183185,0,10.066061914405314
2025-05-02 16:13:34.499837,File Access,Load Balancer,System health check completed,user_4,,16,13,4,29,0,0.0330022644100984,0,27.73873592795121,0,13.885869096180654
2025-05-02 14:03:34.499982,User Login,API Gateway,Applied security patch successfully,user_47,172.16.0.50,14,3,4,35,0,0.007825122642309112,0,23.198626958063358,0,11.603226040352833
2025-05-02 22:05:34.500146,System Reboot,Load Balancer,Exported logs to external server,user_37,,22,5,4,32,0,0.01330240146661077,1,-41.703425209661276,0,-20.845061404097333
2025-05-02 08:31:34.500290,Data Export,Monitoring Server,Configuration backup process initiated,user_35,,8,31,4,38,0,0.03440340755824173,0,38.19867667668899,0,19.116540042123617
2025-05-02 10:26:34.500436,User Login,API Gateway,Configuration backup process initiated,user_25,10.0.0.100,10,26,4,38,0,0.02596583429899546,0,71.62858266622422,0,35.82727425026161
2025-05-02 14:34:34.500592,System Reboot,Auth Server,System health check completed,user_11,,14,34,4,29,0,0.03178617899700553,0,48.10109624978173,0,24.066441214389368
2025-05-02 09:16:34.500726,API Call,Web App,Added new user account,user_5,172.16.0.50,9,16,4,22,0,0.018976796239652982,0,15.202116037106492,0,7.610546416673072
2025-05-02 18:13:34.500882,Database Query,Database Cluster,Unauthorized system reboot initiated,unknown_user,,18,13,4,36,0,0.03519822249107207,0,41.221496626999055,0,20.628347424745066
2025-05-02 03:55:34.501014,Configuration Change,DNS Server,Large data export without approval,user_3,,3,55,4,34,1,-0.012393151104760636,1,-30.711845045808246,1,-15.362119098456503
2025-05-02 10:53:34.501146,API Call,Database Cluster,Standard API health check received,user_42,192.168.1.10,10,53,4,34,0,0.020454058299559097,0,21.748531638599616,0,10.884492848449588
2025-05-02 17:05:34.501324,Database Query,Firewall,Read access to configuration file,user_17,,17,5,4,33,0,0.02053362151946242,0,9.901192550952885,0,4.960863086236174
2025-05-02 12:34:34.501478,Database Query,Load Balancer,Applied security patch successfully,user_5,,12,34,4,35,0,0.021830979395183636,0,50.40870559647118,0,25.21526828793318
2025-05-02 16:15:34.501612,Security Scan,Database Cluster,User password reset completed,user_36,,16,15,4,29,0,0.03876185158914219,0,30.840235841938636,0,15.43949884676389
2025-05-02 16:28:34.501762,Network Connection Attempt,DNS Server,Data export to analytics platform,user_29,172.16.0.50,16,28,4,33,1,-0.000534925796064234,0,25.94653595333665,0,12.973000513770293
2025-05-02 13:25:34.501951,User Account Modification,Database Cluster,Applied security patch successfully,user_32,,13,25,4,35,0,0.03411763698265252,0,50.81113065142705,0,25.42262414420485
2025-05-02 15:57:34.502084,Data Export,Auth Server,Configuration backup process initiated,user_19,,15,57,4,38,0,0.01941079275635621,0,6.030988542948535,0,3.0251996678524455
2025-05-02 12:24:34.502217,Data Export,Monitoring Server,User password reset completed,user_3,,12,24,4,29,0,0.03034719290585991,0,50.79363992206888,0,25.411993557487367
2025-05-02 13:55:34.502351,System Reboot,API Gateway,Configuration backup process initiated,user_48,,13,55,4,38,0,0.043041885359486776,0,35.03665045697923,0,17.53984617116936
2025-05-02 11:35:34.502484,User Login,Monitoring Server,Successful login from known device,user_50,192.168.1.20,11,35,4,34,0,0.00658055766891702,0,35.731954977614095,0,17.869267767641507
2025-05-02 14:15:34.502641,User Login,Web App,System health check completed,user_27,172.16.0.50,14,15,4,29,0,0.009776035210620482,0,29.13455087237776,0,14.57216345379419
2025-05-02 11:20:34.502798,User Login,Web App,Standard API health check received,user_29,192.168.1.20,11,20,4,34,0,0.012618060147317034,0,34.99624785307756,0,17.50443295661244
2025-05-02 14:41:34.502975,Patch Installation,Backup Server,Read access to configuration file,user_6,,14,41,4,33,0,0.02710129805634548,0,44.59124834096647,0,22.30917481951141
2025-05-02 13:44:34.503108,Database Query,Firewall,Successful login from known device,user_41,,13,44,4,34,0,0.012890256686399482,0,42.92425383843249,0,21.468572047559444
2025-05-02 11:54:34.503263,User Account Modification,Web App,Read access to configuration file,user_31,,11,54,4,33,0,0.026785429404041217,0,24.34313386488023,0,12.184959647142135
2025-05-02 23:07:34.503396,System Reboot,Load Balancer,Modified admin account permissions,user_26,,23,7,4,34,0,0.0036347497083074054,1,-50.82720282967446,0,-25.41178403998308
2025-05-02 11:37:34.503620,Security Scan,File Server,System health check completed,user_4,,11,37,4,29,0,0.03694396927237381,0,46.07744735765391,0,23.05719566346314
2025-05-02 11:32:34.503756,Security Scan,Web App,Configuration backup process initiated,user_19,,11,32,4,38,0,0.026440450079033118,0,46.38733203071172,0,23.206886240395377
2025-05-02 15:52:34.503889,System Reboot,Web App,Disabled firewall rule #3,user_8,,15,52,4,25,0,0.010384818551356034,0,11.783750397975865,0,5.897067608263611
2025-05-02 13:42:34.504021,Configuration Change,Web App,Scheduled security scan completed,user_36,,13,42,4,33,0,0.03133676385042805,0,46.58647990326142,0,23.308908333555923
2025-05-02 01:25:34.504154,Log Export,DNS Server,Multiple failed login attempts from IP 192.168.1.100,user_24,,1,25,4,52,0,0.023679716705269804,1,-62.46671061484055,0,-31.221515449067642
2025-05-02 12:27:34.504287,Network Connection Attempt,API Gateway,Configuration backup process initiated,user_19,10.0.0.100,12,27,4,38,0,0.023985682471223513,0,74.21628360338008,0,37.12013464292565
2025-05-02 11:32:34.504484,User Account Modification,Database Cluster,Standard API health check received,user_1,,11,32,4,34,0,0.03504605939143224,0,50.65598455829189,0,25.345515308841662
2025-05-02 17:28:34.504707,File Access,API Gateway,System health check completed,user_37,,17,28,4,29,0,0.037749729256202236,0,56.1766711360049,0,28.107210432630552
2025-05-02 10:07:34.504843,Patch Installation,File Server,Performed SELECT query on public table,user_39,,10,7,4,38,0,0.01714643456323489,0,17.37159448043397,0,8.694370457498602
2025-05-02 08:25:34.504977,API Call,Database Cluster,System health check completed,user_44,10.0.0.100,8,25,4,29,0,0.03573775544789409,0,55.64288177620247,0,27.839309765825185
2025-05-02 15:55:34.505179,User Account Modification,Auth Server,Standard API health check received,user_43,,15,55,4,34,0,0.03710780032649619,0,15.798287749412708,0,7.917697774869602
2025-05-02 14:30:34.505317,System Reboot,Backup Server,System health check completed,user_5,,14,30,4,29,0,0.017990919682369544,0,49.30586523280286,0,24.661928076242614
2025-05-02 13:27:34.505455,System Reboot,Backup Server,Scheduled security scan completed,user_33,,13,27,4,33,0,0.019113249257852738,0,52.18138708655408,0,26.10025016790597
2025-05-02 15:49:34.505592,User Login,Web App,Read access to configuration file,user_10,172.16.0.50,15,49,4,33,0,0.022994656465509855,0,18.40073640015902,0,9.211865528312265
2025-05-02 15:05:34.505775,Security Scan,DNS Server,Added new user account,user_29,,15,5,4,22,0,0.015592600068789375,0,1.5863496411568292,0,0.8009711206128093
2025-05-02 17:35:34.505912,API Call,Database Cluster,User password reset completed,user_4,172.16.0.50,17,35,4,29,0,0.026696485239205925,0,32.007306171626794,0,16.017001328433
2025-05-02 11:48:34.506097,Patch Installation,Auth Server,Standard API health check received,user_29,,11,48,4,34,0,0.02196193964483706,0,33.64753401543874,0,16.834747977541788
2025-05-02 15:01:34.506235,Database Query,Database Cluster,Exported logs for audit,user_6,,15,1,4,23,0,0.009969389950694296,1,-3.69697367656957,0,-1.8435021433094378
2025-05-02 17:45:34.506373,User Account Modification,Backup Server,Exported logs for audit,user_6,,17,45,4,23,0,0.007334533617789574,0,5.427938751828208,0,2.7176366427229985
2025-05-02 09:20:34.506511,Data Export,Backup Server,User password reset completed,user_18,,9,20,4,29,0,0.030526776679783763,0,37.91221079540216,0,18.971368786040973
2025-05-02 08:36:34.506648,Log Export,Load Balancer,Added new user account,user_4,,8,36,4,22,0,0.023701061224289777,0,11.62391251172312,0,5.823806786473705
2025-05-02 13:47:34.506793,Data Export,Auth Server,Standard API health check received,user_21,,13,47,4,34,0,0.03853343018310329,0,36.58710636089074,0,18.312819895536922
2025-05-02 15:58:34.506932,Data Export,Load Balancer,Scheduled security scan completed,user_6,,15,58,4,33,0,0.016024104861322275,0,9.561662138350869,0,4.788843121606096
2025-05-02 16:33:34.507070,Network Connection Attempt,Load Balancer,Accessed sensitive financial_report.xlsx,user_10,10.0.0.5,16,33,4,40,0,0.006449885409346323,0,28.524245909374685,0,14.265347897392015
2025-05-02 11:31:34.507232,Security Scan,Load Balancer,Exported logs to external server,user_18,,11,31,4,32,0,0.02892084216122598,0,52.473635335180205,0,26.251278088670716
2025-05-02 13:03:34.507368,Configuration Change,DNS Server,Data export to analytics platform,user_26,,13,3,4,33,0,0.01049308787342551,0,17.247145683911384,0,8.628819385892404
2025-05-02 12:08:34.507505,Security Scan,Monitoring Server,System health check completed,user_15,,12,8,4,29,0,0.019425693803152122,0,29.39964557313806,0,14.709535633470606
2025-05-02 12:45:34.507643,API Call,File Server,Performed SELECT query on public table,user_50,10.0.0.100,12,45,4,38,0,0.02937220886672437,0,56.36829981307133,0,28.19883601096903
2025-05-02 17:43:34.507805,File Access,Database Cluster,Exported logs for audit,user_15,,17,43,4,23,0,0.009168820665725441,0,8.08257780675467,0,4.045873313710198
2025-05-02 15:52:34.507943,Security Scan,Web App,User password reset completed,user_2,,15,52,4,29,0,0.011576874321147623,0,23.52725059670928,0,11.769413735515213
2025-05-02 05:18:34.508080,File Access,Backup Server,Unauthorized system reboot initiated,unknown_user,,5,18,4,36,0,0.03439963358421538,0,40.66897559022232,0,20.351687611903266
2025-05-02 17:14:34.508223,User Account Modification,Load Balancer,Added new user account,user_8,,17,14,4,22,0,0.02893390061373835,0,3.618534646485841,0,1.82373427354979
2025-05-02 12:21:34.508371,Network Connection Attempt,Web App,Standard API health check received,user_41,192.168.1.20,12,21,4,34,1,-0.018063234260838334,0,34.4808889450762,0,17.231412855407683
2025-05-02 11:26:34.508610,Log Export,Web App,Scheduled security scan completed,user_35,,11,26,4,33,0,0.029492712844568336,0,52.33517388597315,0,26.182333299408857
2025-05-02 15:00:34.508745,API Call,Database Cluster,User password reset completed,user_34,10.0.0.100,15,0,4,29,0,0.02364476113861458,0,26.28541179988906,0,13.154528280513839
2025-05-02 20:18:34.508933,User Login,Auth Server,Accessed sensitive financial_report.xlsx,user_10,192.168.1.100,20,18,4,40,0,0.007775162731639196,1,-7.652818098702738,0,-3.8225214679855495
2025-05-02 12:00:34.509091,Database Query,Auth Server,Performed SELECT query on public table,user_40,,12,0,4,38,0,0.0237346680774827,0,3.6609398683012273,0,1.842337268189355
2025-05-02 12:18:34.509225,Database Query,Load Balancer,Read access to configuration file,user_36,,12,18,4,33,0,0.04162625092175548,0,47.28355346675673,0,23.662589858839244
2025-05-02 16:10:34.509358,Database Query,Firewall,User password reset completed,user_43,,16,10,4,29,0,0.030515017372946707,0,24.143349246029658,0,12.086932131701301
2025-05-02 14:05:34.509519,API Call,DNS Server,Read access to configuration file,user_22,192.168.1.20,14,5,4,33,0,0.01955527587765249,0,23.291185480156514,0,11.655370378017084
2025-05-02 10:20:34.509702,Configuration Change,File Server,System health check completed,user_30,,10,20,4,29,0,0.04333460423850294,0,40.9521421992132,0,20.49773840172585
2025-05-02 04:23:34.509837,API Call,Auth Server,Disabled firewall rule #3,unknown_user,10.0.0.5,4,23,4,25,0,0.00989555368183237,1,-5.901369400757773,0,-2.9457369235379702
2025-05-02 16:00:34.510003,System Reboot,API Gateway,Successful login from known device,user_17,,16,0,4,34,0,0.010610086623070336,0,21.865705510083757,0,10.938157798353414
2025-05-02 13:05:34.510138,File Access,Web App,Added new user account,user_6,,13,5,4,22,0,0.023445667618610166,0,9.698505862561404,0,4.860975765090007
2025-05-02 14:05:34.510272,Log Export,File Server,Configuration backup process initiated,user_40,,14,5,4,38,0,0.03647311358952138,0,13.870180811827396,0,6.953326962708458
2025-05-02 12:10:34.510407,User Account Modification,API Gateway,User password reset completed,user_27,,12,10,4,29,0,0.026409556504753573,0,56.182802046415105,0,28.10460580145993
2025-05-02 09:39:34.510541,Security Scan,Backup Server,Configuration backup process initiated,user_47,,9,39,4,38,0,0.01967006870044924,0,36.20353930059383,0,18.11160468464714
2025-05-02 16:54:34.510674,System Reboot,Database Cluster,Scheduled security scan completed,user_6,,16,54,4,33,0,0.014328958801061664,0,14.976626748936297,0,7.49547785386868
2025-05-02 11:15:34.510808,User Account Modification,Load Balancer,System health check completed,user_42,,11,15,4,29,0,0.028732428998993254,0,38.99226229985922,0,19.510497364429106
2025-05-02 13:40:34.510942,Configuration Change,API Gateway,Successful login from known device,user_14,,13,40,4,34,0,0.022817573621474352,0,71.20639027803458,0,35.61460392582803
2025-05-02 12:23:34.511075,User Login,Web App,Standard API health check received,user_38,172.16.0.50,12,23,4,34,0,0.00891461792729753,0,38.38998800985382,0,19.19945131389056
2025-05-02 13:07:34.511253,Database Query,Firewall,Applied security patch successfully,user_14,,13,7,4,35,0,0.021633523225505713,0,26.608521538542846,0,13.315077530884176
2025-05-02 11:35:34.511407,Network Connection Attempt,Auth Server,Data export to analytics platform,user_8,192.168.1.20,11,35,4,33,0,0.004713266367689928,0,33.69798907312793,0,16.851351169747808
2025-05-02 09:49:34.511575,Configuration Change,Firewall,User password reset completed,user_22,,9,49,4,29,0,0.022792492537006714,0,23.285341020110707,0,11.654066756323857
2025-05-02 11:49:34.511756,User Login,Web App,Successful login from known device,user_12,192.168.1.20,11,49,4,34,0,0.002209831942722007,0,20.532287912995827,0,10.267248872469274
2025-05-02 13:56:34.511940,Configuration Change,Database Cluster,User password reset completed,user_14,,13,56,4,29,0,0.019513915545452287,0,18.703079863017678,0,9.361296889281565
2025-05-02 14:23:34.512080,File Access,Load Balancer,Added new user account,user_19,,14,23,4,22,0,0.01964767439468823,0,30.5856324630858,0,15.302640068740244
2025-05-02 12:27:34.512215,API Call,Database Cluster,System health check completed,user_49,10.0.0.100,12,27,4,29,0,0.03929237314135553,0,76.2474244409517,0,38.14335840704653
2025-05-02 09:25:34.512394,User Login,Auth Server,Exported logs for audit,user_19,192.168.1.20,9,25,4,23,1,-0.01684867582098437,0,9.501571420181847,0,4.742361372180431
2025-05-02 13:30:34.512551,Configuration Change,DNS Server,Applied security patch successfully,user_40,,13,30,4,35,0,0.02311945876935717,0,50.02162633874997,0,25.022372898759663
2025-05-02 11:50:34.512684,Patch Installation,Web App,Performed SELECT query on public table,user_46,,11,50,4,38,1,-0.0008873668923371492,0,26.006140161456443,0,13.002626397282054
2025-05-02 10:06:34.512817,User Account Modification,Auth Server,Standard API health check received,user_35,,10,6,4,34,0,0.028718679309982176,0,21.748599926733533,0,10.888659303021758
2025-05-02 14:47:34.512951,Network Connection Attempt,Web App,Configuration backup process initiated,user_24,172.16.0.50,14,47,4,38,1,-0.0035579227066092067,0,13.568338815151918,0,6.782390446222655
2025-05-02 16:50:34.513112,User Account Modification,Monitoring Server,Added new user account,user_23,,16,50,4,22,0,0.012204190576216578,0,5.133430740827123,0,2.57281746570167
2025-05-02 14:35:34.513247,Database Query,Firewall,User password reset completed,user_37,,14,35,4,29,0,0.025913823025507432,0,49.43316624956145,0,24.72954003629348
2025-05-02 13:43:34.513402,Database Query,Database Cluster,System health check completed,user_20,,13,43,4,29,0,0.010605445443980788,0,44.006281430078616,0,22.008443437761297
2025-05-02 16:22:34.513675,Database Query,Auth Server,Added new user account,user_33,,16,22,4,22,0,0.01766613763714281,0,20.256456412576256,0,10.1370612751067
2025-05-02 20:03:34.513813,System Reboot,Backup Server,Failed patch installation with errors,user_38,,20,3,4,37,0,0.004425105170405175,1,-25.497594209150037,0,-12.746584551989816
2025-05-02 13:17:34.513946,Network Connection Attempt,File Server,Data export to analytics platform,user_35,192.168.1.10,13,17,4,33,0,0.004572832101671143,0,29.2926484322698,0,14.648610632185736
2025-05-02 16:40:34.514102,API Call,Auth Server,Performed SELECT query on public table,user_45,192.168.1.20,16,40,4,38,1,-0.0071153902313403905,0,31.410775747181134,0,15.701830178474896
2025-05-02 18:39:34.514260,Database Query,API Gateway,Multiple failed login attempts from IP 192.168.1.100,user_45,,18,39,4,52,0,0.0025835380180324607,1,-25.902052299139427,0,-12.949734380560697
2025-05-02 15:27:34.514394,Patch Installation,Monitoring Server,Added new user account,user_23,,15,27,4,22,0,0.010891750379704301,0,27.86160199140207,0,13.936246870890887
2025-05-02 22:18:34.514582,File Access,DNS Server,Modified admin account permissions,user_47,,22,18,4,34,0,0.00762583511121645,1,-24.588823605167676,0,-12.29059888502823
2025-05-02 17:52:34.514714,System Reboot,File Server,Multiple failed login attempts from IP 192.168.1.100,user_40,,17,52,4,52,0,0.007746049944427513,1,-52.03023732831855,0,-26.01124563918706
2025-05-02 11:35:34.514899,System Reboot,Auth Server,User password reset completed,user_1,,11,35,4,29,0,0.028410026698173274,0,47.273107035003136,0,23.650758530850656
2025-05-02 11:52:34.515039,User Login,Web App,Data export to analytics platform,user_14,192.168.1.20,11,52,4,33,1,-0.0027395833540731496,0,16.384985319778593,0,8.19112286821226
2025-05-02 10:53:34.515236,Log Export,Database Cluster,Standard API health check received,user_32,,10,53,4,34,0,0.03723246358048915,0,21.361752042178182,0,10.699492252879336
2025-05-02 15:44:34.515408,Patch Installation,File Server,Exported logs for audit,user_8,,15,44,4,23,0,0.009243142133367854,0,19.320902810612864,0,9.665072976373116
2025-05-02 09:56:34.515553,API Call,File Server,Scheduled security scan completed,user_5,192.168.1.10,9,56,4,33,0,0.02018518188869961,0,10.611648388933048,0,5.315916785410874
2025-05-02 08:35:34.515715,Security Scan,File Server,Added new user account,user_41,,8,35,4,22,0,0.010429215812560233,0,12.583432070199166,0,6.296930643005863
2025-05-02 11:34:34.515853,User Login,Load Balancer,Applied security patch successfully,user_43,10.0.0.100,11,34,4,35,0,0.02069342517272571,0,55.276770359040455,0,27.64873189210659
2025-05-02 11:16:34.516015,Patch Installation,API Gateway,Scheduled security scan completed,user_19,,11,16,4,33,0,0.032139868882985256,0,66.35035552495432,0,33.19124769691865
2025-05-02 13:20:34.516153,Patch Installation,Monitoring Server,Data export to analytics platform,user_39,,13,20,4,33,0,0.023176320124464633,0,48.68413027199452,0,24.35365329605949
2025-05-02 09:23:34.516290,Data Export,Monitoring Server,Exported logs for audit,user_35,,9,23,4,23,0,0.01763613938698,0,22.709394959951936,0,11.363515549669458
2025-05-02 15:09:34.516435,Log Export,API Gateway,Exported logs for audit,user_1,,15,9,4,23,0,0.03177167253155988,0,31.19971357918419,0,15.615742625857875
2025-05-02 16:39:34.516574,Security Scan,Auth Server,Exported logs for audit,user_30,,16,39,4,23,0,0.020505917645720906,0,18.95803253097617,0,9.489269224310945
2025-05-02 16:05:34.516713,API Call,Load Balancer,Configuration backup process initiated,user_37,192.168.1.10,16,5,4,38,0,0.01529767030840351,0,6.63684417031746,0,3.3260709203129317
2025-05-02 09:25:34.516874,System Reboot,Load Balancer,Successful login from known device,user_12,,9,25,4,34,0,0.010403541597177823,0,42.81297312830367,0,21.411688334950423
2025-05-02 16:52:34.517013,API Call,File Server,Scheduled security scan completed,user_15,192.168.1.10,16,52,4,33,0,0.008810703367616912,0,19.172789935746266,0,9.59080031955694
2025-05-02 09:05:34.517175,File Access,Database Cluster,Applied security patch successfully,user_12,,9,5,4,35,0,0.03130762291318423,0,14.902232239525631,0,7.466769931219408
2025-05-02 16:36:34.517312,Configuration Change,API Gateway,Successful login from known device,user_6,,16,36,4,34,0,0.02569416714806977,0,64.65146789391108,0,32.338581030529575
2025-05-02 13:55:34.517451,Log Export,Web App,Read access to configuration file,user_27,,13,55,4,33,0,0.031538160675697646,0,22.629065393765444,0,11.330301777220571
2025-05-02 04:03:34.517589,User Login,Auth Server,Multiple failed login attempts from IP 192.168.1.100,user_5,10.0.0.5,4,3,4,52,1,-0.015871846653918054,1,-82.36085604814855,1,-41.188363947401236
2025-05-02 16:40:34.517752,API Call,Monitoring Server,Read access to configuration file,user_16,192.168.1.20,16,40,4,33,0,0.013163009510508972,0,39.47242401308,0,19.742793511295254
2025-05-02 15:40:34.517921,API Call,DNS Server,Exported logs for audit,user_41,192.168.1.10,15,40,4,23,1,-0.013091027508412512,0,24.400847232191865,0,12.193878102341726
2025-05-02 10:22:34.518091,File Access,Database Cluster,Scheduled security scan completed,user_17,,10,22,4,33,0,0.014605641797279134,0,46.8961664652237,0,23.45538605351049
2025-05-02 11:59:34.518230,Patch Installation,Monitoring Server,Applied security patch successfully,user_9,,11,59,4,35,0,0.022996117907118307,0,8.692795209228422,0,4.35789566356777
2025-05-02 15:24:34.518377,Data Export,Database Cluster,Data export to analytics platform,user_29,,15,24,4,33,0,0.03279472693369123,0,47.17982975456957,0,23.60631224075163
2025-05-02 15:24:34.518511,Data Export,API Gateway,Executed DROP TABLE command on users table,user_43,,15,24,4,42,0,0.029023315100805802,0,46.460703632250414,0,23.24486347367561
2025-05-02 17:06:34.518643,Network Connection Attempt,API Gateway,User password reset completed,user_20,192.168.1.20,17,6,4,29,1,-0.00946048581898934,0,13.275185686591868,0,6.6328626003864395
2025-05-02 08:05:34.518799,Patch Installation,Database Cluster,Standard API health check received,user_50,,8,5,4,34,0,0.02469180405859772,0,10.923738703060678,0,5.474215253559638
2025-05-02 16:11:34.518934,Network Connection Attempt,Backup Server,Exported logs for audit,user_43,192.168.1.20,16,11,4,23,1,-0.005014461808331816,1,-5.024168187954615,1,-2.5145913248814735
2025-05-02 09:53:34.519098,Configuration Change,File Server,Performed SELECT query on public table,user_33,,9,53,4,38,0,0.016078143765454522,0,12.98750282744382,0,6.501790485604637
